"Feature","NIT_1","NIT_2","NIT_3","CTL_1","CTL_2","CTL_3"
"SLC39A4",297,379,298,631,526,542
"SLC39A5",79,72,93,68,109,77
"SLC39A6",337,208,241,108,45,47
"SLC39A7",1276,1265,1316,1460,1296,1098
"SLC39A8",484,436,417,905,878,610
"SLC39A9",147,177,153,235,222,151
"SLC3A1",26,17,17,30,26,13
"SLC3A2",1354,1104,1121,937,765,660
"SLC40A1",2923,2456,3093,2982,2028,1378
"SLC41A1",59,57,44,25,17,23
"SLC41A2",2210,2401,1942,3172,2739,2544
"SLC43A1",277,437,365,562,649,533
"SLC43A2",362,308,355,245,165,112
"SLC43A3",262,316,298,551,621,346
"SLC44A1",548,418,515,467,398,435
"SLC44A2",383,304,320,211,283,141
"SLC44A3",14,8,9,4,8,6
"SLC44A4",23,22,22,38,38,40
"SLC45A3",61,63,78,218,93,48
"SLC46A1",190,245,192,664,733,363
"SLC46A3",110,112,144,371,389,256
"SLC47A2",3,2,1,0,1,0
"SLC48A1",408,344,410,325,271,224
"SLC4A1",303,65,279,97,183,150
"SLC4A11",13,6,19,4,12,7
"SLC4A2",562,572,598,852,790,506
"SLC4A3",10,9,8,2,3,3
"SLC4A4",244,292,302,324,263,204
"SLC4A5",14,18,18,1,0,0
"SLC4A7",37,48,39,43,16,37
"SLC4A8",1,1,3,1,1,1
"SLC50A1",274,286,226,156,218,152
"SLC5A1",19,8,26,13,8,10
"SLC5A3",3,3,3,5,5,1
"SLC5A5",2,0,2,5,3,0
"SLC5A6",436,415,406,530,489,335
"SLC5A9",3,0,4,1,0,0
"SLC6A12",275,459,339,483,461,390
"SLC6A13",961,797,1084,2165,1555,1775
"SLC6A20",3,1,4,1,5,1
"SLC6A4",6,1,0,0,1,5
"SLC6A6",290,281,288,275,123,87
"SLC6A8",151,134,139,102,104,87
"SLC6A9",959,688,701,569,788,535
"SLC7A1",176,198,202,33,26,3
"SLC7A10",11,11,6,5,11,2
"SLC7A11",12,1,9,3,0,0
"SLC7A2",2325,3545,3111,3514,2172,2168
"SLC7A4",13,5,8,2,21,8
"SLC7A5",118,103,113,83,52,86
"SLC7A6",126,80,95,20,21,18
"SLC7A6OS",129,139,130,137,153,97
"SLC7A7",171,146,158,75,67,47
"SLC7A8",221,158,206,63,73,18
"SLC8A1",164,159,174,59,22,13
"SLC8A3",1,1,1,2,2,2
"SLC9A1",296,196,280,286,264,182
"SLC9A3R1",1297,1361,1053,1473,1534,1045
"SLC9A3R2",339,333,375,530,394,352
"SLC9A5",10,6,6,3,2,1
"SLC9A7",29,51,47,27,32,21
"SLC9A8",109,107,102,156,139,93
"SLCO1A1",1895,2302,2419,4493,4255,3397
"SLCO1A2",2683,2153,2585,6112,5024,2572
"SLCO1A5",1,0,0,14,7,3
"SLCO1B3",2521,3110,3332,7762,6313,5597
"SLCO2A1",1874,3305,3401,6101,4250,4295
"SLCO2B1",1151,1265,1354,2940,2884,2166
"SLCO3A1",49,49,70,9,18,7
"SLCO4A1",11,6,7,4,9,3
"SLCO5A1",11,11,10,15,7,6
"SLFN13",596,417,556,197,168,95
"SLFN2",608,477,463,161,143,85
"SLFN3",3244,2540,2482,1292,1243,725
"SLFNL1",3,1,6,1,5,1
"SLIRP",145,128,95,129,131,95
"SLIT2",15,9,8,5,3,10
"SLIT3",175,30,48,20,20,18
"SLK",341,380,433,377,334,224
"SLMAP",368,337,364,456,427,359
"SLMO1",2,4,4,3,1,1
"SLPI",314,161,130,90,3,19
"SLPIL2",39,20,23,12,0,3
"SLU7",296,207,264,334,242,212
"SLX1B",170,169,219,283,218,194
"SMAD1",452,467,356,373,486,308
"SMAD2",144,131,158,174,143,71
"SMAD3",160,137,146,195,157,146
"SMAD4",232,225,259,317,251,214
"SMAD5",96,106,117,111,126,86
"SMAD6",66,58,57,59,47,47
"SMAD7",366,226,363,246,345,240
"SMAD9",1,2,3,0,4,3
"SMAGP",210,212,193,440,338,179
"SMAP2",759,757,707,932,1143,651
"SMARCA2",466,462,458,762,942,548
"SMARCA4",797,821,833,704,652,449
"SMARCA5",705,644,704,542,438,396
"SMARCAD1",290,287,319,318,293,251
"SMARCAL1",96,116,111,136,107,97
"SMARCB1",268,238,256,251,187,199
"SMARCC1",543,489,515,547,456,383
"SMARCD1",155,143,122,99,120,72
"SMARCD2",513,517,491,484,486,413
"SMARCD3",23,19,30,15,9,11
"SMARCE1",307,318,318,340,277,183
"SMC1A",762,821,792,990,771,625
"SMC2",382,324,434,158,171,78
"SMC3",391,361,426,447,388,278
"SMC4",511,407,527,193,205,121
"SMC5",213,223,243,191,167,117
"SMC6",600,568,577,885,964,612
"SMCR7L",184,210,213,243,259,206
"SMCR8",181,195,196,223,187,109
"SMEK2",747,793,832,1051,859,758
"SMG6",275,200,236,232,215,153
"SMG7",475,427,487,636,575,444
"SMG9",99,81,106,77,75,61
"SMN1",113,143,118,118,101,78
"SMNDC1",94,107,89,85,85,62
"SMO",31,29,35,54,44,25
"SMOC1",178,223,219,516,418,338
"SMOC2",125,65,117,53,74,50
"SMOX",97,61,85,34,31,26
"SMPD1",1420,1707,1528,2162,2245,1790
"SMPD2",113,109,105,148,136,109
"SMPD3",47,44,44,132,111,75
"SMPD4",222,205,246,303,271,189
"SMPDL3A",1985,1858,1537,1748,1667,938
"SMPDL3B",17,14,16,4,18,6
"SMS",13,11,11,13,21,9
"SMTN",240,203,231,254,342,166
"SMTNL2",66,44,14,16,12,23
"SMU1",497,502,427,552,442,389
"SMUG1",14,12,18,15,9,7
"SMURF1",299,266,274,223,218,125
"SMURF2",514,499,534,709,583,532
"SMYD2",182,200,193,162,157,129
"SMYD3",22,20,21,33,28,19
"SMYD4",16,15,13,33,36,32
"SMYD5",85,114,102,87,59,70
"SNAI1",29,22,22,24,19,20
"SNAP23",356,300,324,327,279,197
"SNAP29",681,603,659,640,575,481
"SNAP47",88,101,91,139,122,104
"SNAPAP",408,399,392,518,501,372
"SNAPC1",93,79,96,87,88,62
"SNAPC2",122,94,88,63,57,49
"SNAPC3",75,71,78,59,49,55
"SNAPC5",70,91,88,115,89,91
"SNCA",10,2,4,1,4,5
"SNCAIP",23,24,27,4,3,3
"SNCG",28,25,29,3,3,1
"SND1",1855,1951,1845,1612,1670,1196
"SNED1",54,66,52,128,182,130
"SNF8",410,404,416,428,415,411
"SNIP1",196,179,171,165,163,105
"SNN",59,52,61,53,40,22
"SNPH",3,2,2,3,3,2
"SNRK",191,214,205,321,286,200
"SNRNP27",70,84,61,120,83,68
"SNRNP35",88,81,81,103,98,66
"SNRNP40",142,135,150,152,117,88
"SNRNP48",83,89,83,135,147,106
"SNRNP70",952,827,958,1068,1021,883
"SNRPA",126,105,140,71,59,68
"SNRPB",639,600,562,488,484,390
"SNRPB2",138,145,172,157,146,110
"SNRPD1",136,99,144,71,57,42
"SNRPD2",356,319,348,282,288,218
"SNRPF",148,105,124,65,52,44
"SNRPG",200,180,193,152,153,95
"SNRPN",17,14,16,15,15,11
"SNTA1",113,78,109,148,158,110
"SNTB1",79,87,119,84,51,19
"SNTB2",20,29,32,40,19,15
"SNUPN",40,47,51,80,83,56
"SNURF",1,3,0,2,6,1
"SNW1",308,323,305,350,313,246
"SNX1",288,300,285,245,218,122
"SNX10",154,172,152,14,30,4
"SNX11",221,173,197,452,456,305
"SNX12",47,33,40,17,18,13
"SNX13",300,367,293,426,320,256
"SNX14",223,237,155,269,245,251
"SNX15",93,84,73,129,96,104
"SNX16",64,48,53,39,40,39
"SNX17",174,172,174,171,192,165
"SNX18",326,327,307,232,215,140
"SNX19",321,329,317,506,376,297
"SNX2",694,693,755,682,633,449
"SNX20",75,57,67,22,8,5
"SNX22",3,1,12,6,1,0
"SNX24",346,390,349,647,551,428
"SNX27",605,557,596,850,744,556
"SNX29",61,59,51,32,45,23
"SNX3",293,234,259,269,295,219
"SNX30",79,82,104,84,74,48
"SNX33",212,213,230,312,542,264
"SNX4",397,342,402,413,355,266
"SNX5",1128,1196,1168,800,611,578
"SNX6",446,353,374,231,246,141
"SNX7",121,100,80,115,107,72
"SNX8",246,184,168,215,202,125
"SOAT1",359,228,261,37,35,25
"SOAT2",544,584,588,593,804,453
"SOBP",5,4,4,3,6,3
"SOCS1",54,21,28,3,0,5
"SOCS2",163,298,214,219,614,82
"SOCS3",181,133,78,15,17,85
"SOCS4",60,78,92,114,77,73
"SOCS5",291,201,256,220,207,152
"SOD1",4350,5014,4574,7288,5699,4563
"SOD2",1804,1651,1447,1255,1122,1023
"SOD3",214,159,131,372,531,199
"SOLH",143,116,139,216,199,155
"SON",1475,1791,1882,2053,1799,1344
"SORBS2",1287,1470,1452,1820,1678,1245
"SORBS3",241,294,223,336,334,416
"SORCS1",2,3,4,2,1,0
"SORCS2",84,55,77,20,32,12
"SORD",3222,3706,4053,8503,6657,5688
"SORL1",258,247,276,295,317,248
"SORT1",390,279,455,184,207,106
"SOS1",460,417,445,657,628,374
"SOS2",223,175,228,227,201,127
"SOST",10,14,8,10,5,1
"SOX12",18,13,10,18,18,24
"SOX13",174,174,182,220,269,161
"SOX15",1,5,1,4,1,5
"SOX17",53,51,39,39,34,27
"SOX18",64,32,58,57,50,32
"SOX6",33,49,57,98,66,49
"SOX7",32,23,26,15,15,15
"SP1",756,703,742,748,797,650
"SP100",144,100,126,45,58,26
"SP110",374,327,326,242,183,88
"SP140",432,379,329,198,124,69
"SP2",88,77,89,62,76,56
"SP4",30,23,36,19,22,13
"SP5",7,5,1,9,9,16
"SPA17",34,29,41,38,51,30
"SPAG1",27,27,21,65,77,47
"SPAG4",1,1,2,6,2,0
"SPAG5",118,77,109,13,24,10
"SPAG7",176,172,197,253,199,182
"SPAG8",19,10,14,26,19,21
"SPAG9",1731,1652,1650,1548,1486,1112
"SPARC",5686,3749,4394,3044,4589,2093
"SPARCL1",125,86,151,119,157,162
"SPAST",184,219,201,274,254,215
"SPATA1",5,6,13,6,10,6
"SPATA13",185,186,213,227,284,219
"SPATA2",98,90,89,114,101,70
"SPATA24",15,6,11,8,13,6
"SPATA25",4,4,4,9,10,2
"SPATA2L",237,355,252,101,171,70
"SPATA3",1,2,0,6,7,3
"SPATA5",77,61,75,91,48,49
"SPATA5L1",72,37,56,64,45,51
"SPATA6",44,29,42,26,21,12
"SPATA7",58,47,55,60,66,57
"SPATA9",15,14,21,26,23,14
"SPATS1",1,8,5,6,1,2
"SPATS2",147,112,151,90,85,63
"SPATS2L",83,43,51,20,41,16
"SPC25",50,43,64,18,16,6
"SPCS1",444,418,393,313,345,242
"SPCS2",970,963,1003,1119,1062,895
"SPCS3",345,363,358,477,400,343
"SPDEF",2,2,2,1,2,1
"SPECC1",107,83,82,32,48,50
"SPECC1L",207,193,224,230,252,154
"SPEG",23,16,13,15,22,18
"SPG11",401,459,446,639,564,459
"SPG20",343,346,361,408,367,320
"SPG21",524,525,544,679,550,368
"SPG7",283,263,338,197,217,143
"SPHK1",28,12,17,3,2,0
"SPHK2",375,308,359,592,452,288
"SPHKAP",4,2,4,5,11,3
"SPI1",288,264,226,124,86,45
"SPIB",9,6,8,17,24,5
"SPIC",26,28,19,11,2,4
"SPICE1",87,84,92,91,82,104
"SPIN1",37,27,29,35,43,28
"SPIN2A",3,8,5,10,9,3
"SPINK1",1414,1797,1538,2083,2052,2084
"SPINK3",50,78,121,24,17,20
"SPINK8",2,2,5,1,1,1
"SPINT1",27,9,21,8,11,8
"SPINT2",1170,1185,1118,1471,1521,1109
"SPIRE1",91,76,64,41,37,27
"SPIRE2",6,6,3,2,1,2
"SPNS1",331,328,334,516,417,388
"SPNS2",169,119,132,88,122,68
"SPNS3",10,8,16,1,2,3
"SPOCK2",23,13,24,31,28,49
"SPON1",159,23,32,18,29,26
"SPON2",87,84,70,84,78,36
"SPOP",538,463,521,689,637,437
"SPOPL",56,64,70,98,78,75
"SPP1",107,20,43,2,3,17
"SPP2",4006,4715,4013,7274,7152,5479
"SPPL2A",515,547,472,595,573,341
"SPPL2B",236,197,220,279,260,212
"SPR",284,364,340,448,387,300
"SPRED1",66,51,53,77,63,41
"SPRED2",49,48,44,50,67,37
"SPRED3",26,14,17,4,4,5
"SPRY1",46,33,35,33,59,27
"SPRY2",31,30,48,27,47,24
"SPRY4",123,159,78,48,102,21
"SPRYD3",248,192,198,181,152,112
"SPRYD4",201,274,247,317,286,285
"SPRYD7",419,508,483,576,491,423
"SPSB1",98,111,103,9,6,8
"SPSB2",85,78,69,81,84,42
"SPSB3",276,250,254,325,342,287
"SPSB4",473,438,436,28,7,39
"SPTA1",29,10,64,3,8,2
"SPTAN1",4268,4374,3493,1934,2162,1655
"SPTB",78,25,106,19,60,32
"SPTBN1",2819,3248,3134,2506,2525,1481
"SPTBN2",707,736,720,1224,1344,948
"SPTLC1",286,249,289,344,302,264
"SPTLC2",398,335,353,262,213,142
"SPTSSA",776,996,1096,1864,1224,1251
"SQLE",173,335,396,632,673,719
"SQRDL",513,623,520,583,1000,787
"SQSTM1",9051,7391,6648,7415,7712,6170
"SRA1",480,501,434,510,499,418
"SRC",100,64,65,62,36,28
"SRCIN1",11,3,12,12,14,6
"SRD5A1",2702,3023,2491,5927,5820,7764
"SRD5A3",134,84,132,44,51,27
"SREBF2",646,750,909,1401,1490,1031
"SREK1",200,166,198,234,205,177
"SREK1IP1",47,59,49,85,92,66
"SRF",388,310,277,313,332,168
"SRFBP1",107,111,94,86,96,56
"SRGAP1",8,16,16,8,16,7
"SRGAP2",286,294,324,267,260,164
"SRGAP3",4,3,1,3,2,0
"SRGN",435,311,298,170,150,115
"SRM",462,398,390,361,218,375
"SRMS",6,14,6,32,26,6
"SRP14",368,355,334,345,393,275
"SRP19",153,159,128,159,125,119
"SRP54",706,691,650,744,665,511
"SRP68",807,837,723,963,796,658
"SRP72",928,917,904,1180,1029,818
"SRP9",208,255,231,254,178,171
"SRPK1",303,265,307,323,236,178
"SRPK2",232,267,233,249,213,189
"SRPR",2416,2641,2695,3344,3794,2458
"SRPRB",427,452,452,631,716,519
"SRPX",118,53,57,38,58,43
"SRPX2",29,9,29,7,9,8
"SRR",600,752,638,944,826,731
"SRRM1",761,660,779,771,694,569
"SRSF1",1586,1525,1597,1544,1438,1333
"SRSF10",134,112,141,106,95,100
"SRSF11",736,680,644,641,666,576
"SRSF12",5,6,6,3,0,1
"SRSF2",1889,1696,1869,1700,1549,1472
"SRSF3",911,936,839,520,483,413
"SRSF4",1083,1264,1164,1153,991,708
"SRSF5",1466,1387,1480,1294,1463,1201
"SRSF6",1207,1076,1257,1005,997,965
"SRSF7",358,288,310,283,296,182
"SRSF9",175,120,153,200,193,133
"SRXN1",1745,1598,1446,288,205,193
"SS18",450,424,417,401,346,293
"SS18L1",30,29,31,59,41,25
"SSB",577,580,582,542,483,408
"SSBP1",102,122,90,119,124,90
"SSBP3",165,169,179,229,244,161
"SSBP4",125,104,98,53,68,42
"SSC5D",50,12,14,10,9,10
"SSFA2",678,737,671,914,902,486
"SSH2",613,575,672,492,387,213
"SSH3",176,152,139,117,149,84
"SSNA1",106,83,88,160,135,111
"SSPN",15,9,10,11,9,4
"SSPO",9,10,6,17,24,12
"SSR1",1632,1666,1803,1495,1333,1102
"SSR2",850,865,913,712,702,516
"SSR3",2013,2045,2121,2203,1956,1913
"SSR4",854,875,849,917,965,738
"SSRP1",1060,943,1034,893,686,591
"SSSCA1",114,122,102,118,93,82
"SSTR3",86,70,85,12,21,8
"SSU72",469,380,408,420,327,269
"SSX2IP",229,271,175,258,262,234
"ST13",335,364,341,430,470,302
"ST14",171,99,146,37,54,25
"ST3GAL1",360,365,293,555,352,350
"ST3GAL2",186,109,141,41,66,51
"ST3GAL3",72,124,111,155,162,147
"ST3GAL4",620,512,417,307,329,256
"ST3GAL5",334,228,274,179,194,117
"ST3GAL6",507,629,659,1243,903,768
"ST5",323,360,430,694,668,393
"ST6GAL1",5830,6728,6219,8456,9324,9212
"ST6GALNAC2",72,43,29,16,13,15
"ST6GALNAC3",20,28,19,55,37,10
"ST7L",111,120,121,169,138,115
"ST8SIA1",27,20,17,1,39,4
"ST8SIA3",137,210,169,419,404,225
"ST8SIA4",37,28,27,15,11,7
"ST8SIA6",27,44,23,16,10,7
"STAB2",360,605,341,828,1013,383
"STAC2",7,4,3,1,1,0
"STAC3",2,29,4,2336,2430,473
"STAG1",219,247,251,582,443,320
"STAG2",753,822,767,910,782,696
"STAM",290,244,265,289,237,175
"STAM2",111,131,109,145,147,86
"STAMBP",100,81,100,104,112,88
"STAP1",12,15,11,6,6,1
"STAP2",319,393,363,459,458,405
"STAR",3,5,5,5,5,5
"STARD10",3147,3886,3605,5969,5937,4937
"STARD13",302,315,251,955,648,628
"STARD3",262,212,274,238,240,190
"STARD3NL",185,185,156,187,187,105
"STARD4",844,1101,895,1194,1728,873
"STARD5",220,246,224,388,363,305
"STARD6",11,8,7,5,2,3
"STARD7",255,274,236,297,225,249
"STARD8",117,102,113,103,140,72
"STAT1",5933,6387,4211,1551,1400,931
"STAT2",1599,1466,1571,1552,1685,1152
"STAT3",4059,3846,3526,1686,1226,3115
"STAT4",22,24,28,9,3,1
"STAT5A",136,121,141,174,114,87
"STAT5B",357,367,400,597,437,297
"STAT6",682,692,666,607,473,402
"STAU1",732,808,798,1282,1076,878
"STAU2",87,75,65,69,66,55
"STBD1",441,406,486,1422,1013,684
"STC1",18,10,10,11,2,1
"STC2",8,6,1,2,1,1
"STEAP1",16,7,15,1,1,3
"STEAP2",60,19,36,4,5,6
"STEAP3",251,299,243,417,422,213
"STEAP4",1738,1387,915,895,1182,483
"STFA2L1",4,4,0,0,0,0
"STIM1",518,497,520,624,543,410
"STIM2",373,450,417,430,420,315
"STIP1",713,589,645,863,701,598
"STK10",866,662,686,259,245,119
"STK11",616,497,479,701,645,510
"STK11IP",144,121,150,128,101,81
"STK16",398,491,466,664,682,495
"STK17B",236,217,174,105,99,55
"STK19",93,71,56,71,52,48
"STK24",205,198,192,200,134,109
"STK25",551,535,576,617,612,454
"STK3",134,117,161,139,143,103
"STK32C",2,5,1,1,0,3
"STK35",95,76,111,118,110,103
"STK36",95,49,73,75,57,63
"STK38",307,311,405,423,363,298
"STK38L",38,28,40,52,49,27
"STK39",26,16,38,10,6,3
"STK4",408,476,416,391,347,330
"STK40",367,343,308,402,338,201
"STMN1",293,263,306,71,125,44
"STMN3",7,6,4,7,10,7
"STOM",414,324,294,173,185,69
"STOML2",493,484,505,583,547,451
"STON1",35,22,35,15,25,14
"STON2",21,32,32,57,33,31
"STOX2",15,21,22,30,17,14
"STRA6",8,1,2,1,0,0
"STRADA",92,88,90,62,71,48
"STRADB",767,754,724,927,1125,700
"STRAP",917,940,948,984,832,665
"STRBP",296,360,359,417,354,325
"STRN",188,212,250,175,179,131
"STRN3",450,467,424,502,451,310
"STRN4",405,292,363,384,311,260
"STS",446,387,275,471,669,307
"STT3A",2851,3051,2976,2878,2653,2186
"STT3B",990,1110,1062,1527,1458,1212
"STUB1",239,211,272,192,252,157
"STX11",26,24,14,2,4,2
"STX12",455,418,421,485,369,278
"STX16",228,220,213,267,241,218
"STX17",123,110,128,233,193,133
"STX18",298,282,218,298,251,190
"STX1B",5,3,9,7,9,4
"STX2",94,110,114,200,217,122
"STX3",80,46,62,18,24,8
"STX4",270,242,215,249,244,164
"STX5",358,394,400,495,503,418
"STX6",182,186,194,172,164,93
"STX7",518,468,484,393,328,212
"STX8",131,113,116,133,121,105
"STXBP1",153,131,130,47,55,29
"STXBP2",368,290,328,268,251,176
"STXBP3",344,269,323,333,318,235
"STXBP4",33,29,31,82,79,77
"STXBP5",157,141,139,175,152,120
"STXBP6",55,53,58,53,70,43
"STYXL1",9,12,7,10,8,8
"SUB1",405,420,411,462,377,329
"SUCLA2",1013,1132,1007,1223,1186,1054
"SUCLG1",1808,2028,1754,2172,1931,1691
"SUCLG2",2002,2369,2223,3775,3920,2882
"SUCNR1",3,2,0,0,1,1
"SUFU",24,19,30,18,12,9
"SUGP2",102,91,94,105,89,87
"SUGT1",292,311,264,331,224,200
"SULF1",120,34,74,13,8,6
"SULF2",716,714,732,559,262,346
"SULT1A1",2807,3266,3233,6061,4648,4159
"SULT1B1",4904,4449,4870,3220,3519,3886
"SULT1C2",50,63,57,394,302,164
"SULT1C2A",52,81,253,812,446,402
"SULT1C3",1747,2955,2036,7278,6884,4501
"SULT1E1",111,146,149,416,89,88
"SULT2A1",1200,1054,1773,6900,5310,7324
"SULT2A2",1,0,8,0,1,1
"SULT2AL1",854,553,1819,570,289,649
"SULT2B1",14,10,8,2,14,7
"SULT5A1",10,4,1,3,5,0
"SUMF1",383,319,413,432,412,335
"SUMF2",179,150,175,211,211,174
"SUMO1",519,527,462,509,419,378
"SUMO2",285,251,264,238,221,159
"SUMO3",831,808,887,798,847,627
"SUN1",130,104,136,131,102,89
"SUOX",735,867,794,1513,1473,1182
"SUPT16H",700,700,760,789,670,533
"SUPT4H1",204,222,203,264,238,218
"SUPT6H",1095,1010,1100,1225,1081,822
"SUPT7L",104,83,133,150,127,94
"SUPV3L1",231,239,218,261,237,256
"SURF1",156,168,129,209,204,166
"SURF2",138,155,142,190,176,149
"SURF4",4182,4393,4306,5291,5125,4309
"SURF6",107,141,111,120,108,86
"SUSD2",72,60,42,55,46,21
"SUSD3",19,20,10,5,3,3
"SUSD4",9,9,9,3,0,0
"SUV39H1",161,114,146,84,77,37
"SUV39H2",20,13,23,15,10,10
"SUV420H1",380,334,400,374,457,310
"SUV420H2",140,124,138,196,217,151
"SV2A",35,26,44,18,30,11
"SVOP",13,33,40,0,0,1
"SWAP70",497,466,440,575,559,474
"SWI5",339,290,312,320,332,198
"SWSAP1",73,60,80,79,81,88
"SWT1",204,194,195,304,236,207
"SYAP1",375,332,343,356,308,251
"SYCE2",18,28,13,35,26,22
"SYCP2",7,2,6,4,1,0
"SYCP3",1,3,5,6,6,3
"SYDE1",66,48,65,31,56,23
"SYF2",379,369,358,461,426,364
"SYK",364,353,305,181,138,79
"SYMPK",526,526,567,594,567,409
"SYN1",11,3,6,3,5,4
"SYN2",3,0,0,1,2,2
"SYN3",4,2,2,9,15,5
"SYNA",2,2,4,0,2,0
"SYNC",13,9,11,2,11,6
"SYNCRIP",327,331,311,304,319,205
"SYNGAP1",49,31,38,31,37,36
"SYNGR1",26,32,31,80,60,35
"SYNGR4",0,0,2,3,0,3
"SYNJ1",295,243,335,257,245,147
"SYNJ2",132,149,196,53,55,66
"SYNJ2BP",753,717,696,1313,1076,929
"SYNM",164,168,124,237,385,184
"SYNPO",267,306,211,55,118,44
"SYNPO2",66,23,51,17,33,8
"SYNRG",302,330,329,503,412,330
"SYP",1,2,4,0,0,0
"SYPL1",369,333,329,493,424,373
"SYT11",11,10,9,9,7,0
"SYT12",22,7,17,18,16,12
"SYT15",4,5,0,9,6,4
"SYT17",6,8,5,10,19,3
"SYT2",1,4,0,4,2,2
"SYT3",11,9,7,35,40,35
"SYT5",6,3,3,3,3,0
"SYT7",5,3,2,2,3,3
"SYT9",5,2,4,0,2,0
"SYTL1",18,5,3,3,5,2
"SYTL3",15,3,3,3,2,0
"SYTL4",20,16,18,29,40,11
"SYTL5",0,0,0,1,0,6
"SYVN1",740,742,729,1207,1144,1018
"TAB1",151,121,161,172,197,149
"TAB2",919,837,869,1051,1077,614
"TAC4",7,5,5,0,0,0
"TACC1",730,462,695,273,357,214
"TACC2",253,211,211,187,167,124
"TACC3",239,216,268,82,74,43
"TACR1",10,19,3,5,5,16
"TACR3",3,0,0,1,4,0
"TADA1",91,67,81,97,89,67
"TADA2A",82,78,71,95,97,55
"TADA2B",406,349,381,695,595,456
"TADA3",144,137,163,190,194,119
"TAF1",413,378,379,486,352,374
"TAF10",337,334,330,319,305,254
"TAF11",102,106,105,102,104,87
"TAF13",155,144,144,152,161,128
"TAF15",370,332,361,392,355,305
"TAF1A",13,19,13,20,16,19
"TAF1B",36,39,34,18,22,17
"TAF1C",118,98,98,77,72,65
"TAF1D",106,98,123,77,79,72
"TAF2",251,244,271,246,219,186
"TAF5",61,48,70,63,66,62
"TAF5L",12,25,17,14,20,7
"TAF6",227,196,197,245,224,166
"TAF6L",86,78,77,111,97,58
"TAF7",98,84,79,102,105,76
"TAF8",188,160,163,165,171,138
"TAF9",576,472,528,446,341,334
"TAF9B",93,94,121,62,79,59
"TAGLN",1499,868,1318,91,148,95
"TAGLN2",2158,1539,1779,437,549,279
"TAL1",59,38,93,45,53,25
"TALDO1",1396,1387,1317,961,1072,716
"TAMM41",56,75,81,48,51,54
"TANC1",280,274,362,308,254,238
"TANC2",64,69,73,59,40,25
"TANK",165,181,171,189,205,163
"TAOK1",165,223,223,306,225,150
"TAOK2",642,574,641,645,703,529
"TAOK3",293,301,284,498,320,379
"TAP1",1535,1720,1225,251,359,126
"TAP2",899,855,733,402,228,235
"TAPBP",1176,1071,1001,531,587,352
"TAPBPL",657,581,557,442,299,262
"TARBP2",74,74,66,111,85,92
"TARDBP",1117,1014,1107,997,956,902
"TARS",1669,2034,1835,2077,1828,1626
"TARS2",410,420,405,461,397,410
"TARSL2",77,62,78,51,49,60
"TAS1R1",27,54,29,78,158,90
"TASP1",35,41,23,41,41,31
"TAT",9615,13713,11615,17086,12965,4268
"TATDN2",379,306,365,381,328,277
"TAX1BP1",1902,2007,1902,1963,1534,1539
"TAX1BP3",259,197,222,123,132,73
"TAZ",184,168,153,224,234,168
"TBC1D10A",88,74,88,105,77,100
"TBC1D10B",353,310,281,381,422,293
"TBC1D10C",42,40,32,15,5,5
"TBC1D14",541,624,547,1050,1513,591
"TBC1D17",310,246,297,444,445,383
"TBC1D19",27,27,23,22,28,14
"TBC1D2",653,592,580,310,276,198
"TBC1D20",349,312,335,349,300,225
"TBC1D22B",120,120,133,149,139,79
"TBC1D24",432,466,471,733,596,581
"TBC1D25",129,101,100,112,143,67
"TBC1D2B",752,545,643,441,484,266
"TBC1D5",268,248,247,305,285,147
"TBC1D7",76,78,76,110,99,82
"TBC1D8",473,433,465,267,296,148
"TBC1D9",187,170,177,94,94,64
"TBC1D9B",759,675,750,721,754,554
"TBCA",252,259,213,267,297,244
"TBCB",304,292,257,192,179,171
"TBCC",90,87,105,156,140,117
"TBCCD1",117,117,127,199,182,184
"TBCE",246,281,262,305,272,217
"TBCEL",195,199,177,142,180,100
"TBCK",121,143,144,297,324,190
"TBK1",410,402,376,446,323,239
"TBKBP1",92,92,76,62,113,62
"TBL1X",959,890,933,998,978,569
"TBL1XR1",744,800,779,1072,1084,761
"TBL3",211,218,199,251,204,171
"TBP",81,62,60,98,96,62
"TBPL1",113,94,115,110,116,86
"TBRG1",364,372,370,327,280,251
"TBRG4",402,463,389,368,268,304
"TBX19",5,5,9,4,4,8
"TBX2",29,32,37,35,46,13
"TBX20",9,7,14,10,9,3
"TBX21",30,23,26,14,9,3
"TBX3",51,31,64,196,115,118
"TBX4",4,2,3,0,2,2
"TBX6",4,1,2,2,0,1
"TBXA2R",22,24,44,24,38,28
"TBXAS1",270,157,189,37,17,22
"TC2N",78,64,83,156,186,102
"TCEA1",512,443,418,519,424,371
"TCEA2",9,8,11,2,4,0
"TCEA3",136,170,137,243,347,171
"TCEAL1",14,14,16,24,15,7
"TCEAL8",339,360,345,322,311,230
"TCEANC",10,3,2,2,4,1
"TCEANC2",82,88,87,104,76,72
"TCEB1",0,3,2,1,3,2
"TCEB2",543,576,544,490,598,514
"TCEB3",717,665,742,879,758,624
"TCERG1",527,556,598,460,412,345
"TCF12",187,214,241,220,185,162
"TCF19",58,57,66,21,31,13
"TCF20",408,390,407,467,375,230
"TCF21",65,23,38,70,101,43
"TCF3",236,245,235,344,384,336
"TCF4",56,66,64,23,23,11
"TCF7L2",224,238,224,425,550,277
"TCFCP2",217,313,225,441,382,294
"TCFE2A",194,191,190,190,168,129
